t0,t1,t6,t7,t139,Target
0.41500751,-1.4380945,-2.4463022,-1.8415616,-1.2411656999999998,1.0
-1.0209472,-2.6110668,-2.9194655,-1.7401753,-1.4055289,1.0
-1.5982333,-3.7942955,-1.6812826,-1.0161079,1.6038938,1.0
1.3318458999999998,-0.20744396,-3.8621479,-2.6561342,0.55698103,1.0
-0.99229395,-2.3257702,-3.2704467,-2.2265763,-1.3070739,1.0
0.9963011,-1.9488039,-2.2937983,-1.3595327,-0.15461205,1.0
-1.1769774,-3.5711742,-1.7571968,-1.5391405,0.0021901916,1.0
0.61444142,-1.4606384,-2.2703932,-1.7748992,-0.14905928,1.0
0.56765164,-2.2231386000000004,-2.2204545,-1.535926,-1.1262742,1.0
1.5692821,0.37092263,-2.7712486000000003,-1.9206096,1.0159984,1.0
2.0443367,-0.85995172,-2.7596042,-1.5656333,-0.51791651,1.0
0.20983711,-1.3224697,-3.030472,-1.5242636,-1.4696186000000002,1.0
0.36349498,-1.2831036,-2.2700834,-1.7995893,0.76482657,1.0
-1.0759223,-2.4474781,-3.0387156,-1.8488569,-2.5715131,1.0
1.5698615,0.11188081,-2.6871361,-1.9614987,0.2454004,1.0
0.67939822,-1.6369953000000002,-2.0169664000000003,-1.7762535,1.2564556,1.0
-1.3255691,-2.6954824,-2.2372787,-1.730741,-0.08988683,1.0
0.27387082,-2.648604,-2.0256668,-1.0104281,-2.6274671,1.0
-0.39434396,-2.8242309,-1.9622686000000005,-1.5824346000000002,-0.77593422,1.0
2.1501399,0.57146631,-2.1770684,-1.4745954,0.49858791,1.0
-0.49630004,-2.9545713,-2.1992419,-1.2973649,-1.1245056,1.0
-1.0452343000000002,-3.6247216,-0.046098595,0.36064987,-5.0944377,1.0
-0.6237449,-1.9285601000000003,-3.196409,-2.2751026000000003,-1.3086705,1.0
-1.9581325,-4.049569,-1.5800643,-1.5053762,-0.65659224,1.0
0.016169842,-2.1158537,-2.2125894,-1.842034,1.1356238,1.0
0.59208088,-1.431191,-2.0902248,-1.7061843999999995,0.70402921,1.0
-0.83137794,-3.3741161,-1.7692099,-1.5284628999999998,-0.84308679,1.0
-2.1191075,-3.0261182,-2.7658784,-1.7921726999999998,-1.161151,1.0
-1.0904736000000002,-2.4439448,-2.760396,-1.7603591,-0.20579268,1.0
-1.7522273999999998,-3.0484714,-2.7180751,-1.8179748,-0.72225335,1.0
0.87997694,-1.7946523,-2.7807734,-1.676182,-1.0165334,1.0
2.7599659,1.4322675,-1.8513541,-0.62320051,-1.8754729,1.0
0.35959659,-1.4314642,-2.1980909,-1.514343,-0.96903107,1.0
-1.461036,-3.6944971,-2.0087476000000004,-1.3133447,-1.9014213,1.0
-2.2051776000000003,-2.9147778,-2.4889429,-1.53314,-1.6233982,1.0
-0.54622738,-2.5704299,-1.9460905,-1.590421,-0.36334935,1.0
0.6160258000000001,0.31351214,-2.5961116,-1.9287606,0.44316514,1.0
-0.46846403,-2.4325808,-1.8720712,-1.3712242,-0.66939571,1.0
-1.1840851,-3.1737762000000003,-2.6648143,-1.667661,-0.78445,1.0
-0.13607950000000002,-2.2722196,-2.0908473,-1.6359137,1.2563081,1.0
-0.95191833,-3.0032975,-1.72049,-1.4830117,0.29645014,1.0
-0.61920129,-1.757789,-3.6026602,-2.7604317000000003,-1.7692644,1.0
0.0035767311,-2.6778485,-1.9606541,-1.6067922,-0.80858925,1.0
0.12105995,-1.6245657,-2.0937998,-1.7816283,0.65194147,1.0
0.20033561,-1.7531964,-1.8715914,-1.5991133999999998,1.1024505,1.0
-3.6941974,-4.7282401,-0.96158976,-0.8048271,-3.5122441,1.0
-0.27249062,-3.0423454,-1.7935793000000002,-1.5648413,-1.501066,1.0
0.3973526,-1.6893153000000003,-2.1474337,-1.8391715,0.52316457,1.0
0.72830095,0.18378265,-2.5696004,-1.944189,2.1988599,1.0
-0.51316072,-2.0236164,-1.7115525000000005,-1.4659222,0.25489042,1.0
-1.1680216,-3.9025582,-1.7787436,-1.3599525,0.57834048,1.0
-1.2098397,-2.9993091,-2.504469,-1.4580358,-1.6474906000000002,1.0
1.3841956,-0.06044801,-2.6414774,-1.8756642,-0.57766788,1.0
-0.15851412,-3.133943,-1.6565729,-0.85734297,-2.0443866,1.0
-1.3916096000000002,-2.9303632,-2.2685049,-1.6616825000000002,-1.4954378000000002,1.0
-1.0198749,-2.3001691,-3.6774009,-2.6769631,-1.2039867,1.0
0.68521175,-0.91885933,-3.0632742000000004,-1.9488192,-2.35644,1.0
-1.3025372,-3.6123453,-1.7816243000000005,-1.534041,-1.3548513,1.0
-1.1511232,-2.9451274,-2.8420004,-1.6537973,-1.6407363999999998,1.0
-2.8587072,-3.2174073,-1.8508224,-2.033682,0.69939375,1.0
0.20276603,-2.3543496,-2.0297721,-1.7295938999999998,-0.77684863,1.0
-1.9304468,-2.9061092,-2.3150623,-1.6512606,-0.25393461,1.0
0.070826631,-3.6667109,-1.7665807,-1.2377651,-0.88108786,1.0
-2.3570923,-4.249046599999999,-1.1379963,-0.90455583,-0.67516881,1.0
-0.6589291,-2.463566,-2.2845623,-1.6585681,0.5428008000000001,1.0
-1.4352989,-3.5465505,-1.9500675,-1.424418,-1.0432275,1.0
0.32002587,-1.0007382,-2.862834,-1.9824602,-0.49323785,1.0
-0.44047864,-3.0589352,-1.922271,-1.6929038,-0.64573618,1.0
0.59426445,0.4929122,-3.1034876,-2.1130339,0.64294702,1.0
-1.0012172,-3.0404491,-1.7240395,-1.3866539,-1.453315,1.0
-0.042893535,-1.8687164,-2.1455934,-1.8002127,0.41212773,1.0
-0.46281625,-2.644073,-1.9786169,-1.7929943,0.18058058,1.0
1.9794817,0.58364794,-2.6362668,-1.626847,0.38791205,1.0
1.6651624,-1.8767018,-1.3935652,-0.97407338,-1.2202955,1.0
-1.5465672,-3.1307150000000004,-1.9629138,-1.6357926,-0.027726281,1.0
1.1095291,-0.55461892,-3.0394024,-2.0722525000000003,0.22138246,1.0
0.1240109,-1.9955657,-1.8278569,-1.5870572,0.16207674,1.0
0.1628937,-1.6618931,-2.6072716,-1.8560406000000005,0.96397359,1.0
-0.88750742,-2.8498643,-1.7819305,-1.5224084999999998,-0.62877799,1.0
0.15046721,-1.5793518,-2.1908278,-1.7613314999999998,-0.42427954,1.0
0.41689063,-1.4304908,-1.6208695,-1.5143963,1.166526,1.0
0.50248557,-1.6048188,-1.9802612,-1.7125153000000002,-0.2881321,1.0
0.064649505,-2.0635115,-1.8526075,-1.5148288,-0.25478572,1.0
0.0029555873,-0.94866301,-3.131787,-2.1031128,-0.81444641,1.0
-0.42549858,-2.2861194,-2.8423185,-1.8554443,-1.4346118,1.0
-0.49044649,-2.2007418,-3.1612888,-1.9182283,-1.7112918,1.0
-1.0173677,-3.4619514,-1.9620608,-1.4955495,0.57737413,1.0
-0.76474485,-3.5494722000000003,-2.5550214,-1.8011497,-1.2003638,1.0
-1.4604418,-2.8043951000000003,-2.8007014,-1.6979087,-1.322697,1.0
-0.82490885,-3.2031747000000004,-2.5624589,-1.2016899,-0.19318611,1.0
-1.5760424,-3.3379331,-1.8413146,-1.4395399,-1.0364106,1.0
2.9652162,-1.3839725,-1.0464645,-0.46653916,-1.2108866000000005,1.0
-1.5827272,-3.6506311,-1.9003396,-1.2961757,-0.80480424,1.0
-1.372743,-2.9683187,-1.8467854,-1.7120936999999998,0.83026917,1.0
-1.5072043,-1.0575419,-2.8303749,-1.7169118000000003,1.3372879999999998,1.0
-1.0991622,-2.9809877,-2.0992861,-1.6707412,-0.11963932,1.0
0.90544113,-1.6409141,-2.3080646,-1.5199280000000002,0.096122061,1.0
-1.2192313,-3.1741969,-2.2595618,-1.4878923000000002,0.038327363,1.0
-1.3939788999999998,-2.9307631,-3.3341858,-2.2938576,-0.59749118,1.0
1.6771362,-0.20555937,-1.8056258,-1.5425071,1.4613934,1.0
-0.080842973,-2.5528563,-2.0376631,-1.6765679,-1.7272363000000002,1.0
-2.0042969,-3.5442286,-2.0391751,-1.548635,-1.0580473,1.0
-0.45793874,-2.9355977,-1.9713945,-1.5883059,-0.20032523,1.0
-0.35222432,-3.545183,-1.8179795,-1.5930262,0.16510183,1.0
-1.0523677,-1.9308342,-3.2657974,-2.4065013,-1.3940508,1.0
-1.0271290000000002,-2.7539409,-2.3289516,-1.813379,-0.010687748,1.0
1.3302502,-0.85856745,-2.7183696,-1.7798709,0.55261133,1.0
0.44846126,-1.2028019,-3.259651,-1.8611646,-1.4122177,1.0
0.71612087,-1.3062394,-2.234742,-1.8429874,2.0963380000000003,1.0
1.6745991000000002,0.95989552,-2.9127219,-1.9037016,1.6802144,1.0
0.72974322,-1.3902252,-2.3867533,-1.9950385,0.35862875,1.0
1.3203013,-0.68304079,-2.9537191000000003,-1.9130206000000003,1.233019,1.0
0.048731057,-1.4908026,-2.4936977,-1.4512593,1.3132034,1.0
-1.3840969,-2.9690519,-2.4165162,-1.6087783000000002,-1.5024823,1.0
-2.1676751,-4.4345134,-1.7826774,-1.446181,0.73057946,1.0
2.1177909,0.73280617,-3.0300655,-1.866594,1.199067,1.0
-0.75777434,-2.4561574,-2.7013653,-1.8704006,-1.517442,1.0
1.2160098999999998,-0.84273021,-2.7789486,-1.8327968,0.3489746,1.0
1.5226928,-1.7944979,-1.3050691,-0.52960948,-1.106123,1.0
3.964126,1.2932418,-0.014477907,0.61899736,-1.3348547,1.0
0.88651199,-0.48871125,-3.5363246,-2.4695384,1.2585758,1.0
-0.22498471,-2.7388544,-1.7948653,-1.3739205,-0.81202172,1.0
-1.1983307,-2.4990918,-3.0984677000000005,-1.8566678,-2.1604674,1.0
-0.57513927,-2.516366,-1.934511,-1.7198369999999998,-1.0934827,1.0
1.1315853,0.20971841,-3.1859088,-2.0754049,0.33044179,1.0
0.24847345,-2.1252558,-2.0692775,-1.6280536,0.056673016,1.0
-0.29696732,-2.1498714,-2.0803376,-1.6654454,-2.1055297000000004,1.0
1.5135416000000002,1.7032985,-3.5480933,-2.3674967,1.658203,1.0
-0.3506792,-1.7977233,-2.5066012000000004,-1.8366394,-0.18288296,1.0
-2.6528186,-3.7067763,-1.2617874,-1.1189826,-2.8950303,1.0
1.6631984,-0.081415901,-2.6265529,-1.8721958,1.330896,1.0
1.5104676,-0.26729594,-2.5965044,-1.8003554,0.73382188,1.0
-0.032245388,-0.54504988,-2.2339748,-2.1914580000000004,-0.87966639,0.0
-0.0033769023,-0.27926539,-1.243738,-1.4583723,-0.37848925,0.0
0.19598933,-0.22225797,-2.4674919,-2.3313845,-1.7435214,0.0
0.89486742,-0.003822158,-2.2132096000000003,-2.2033471,-1.5363381,0.0
1.2500604,0.76080049,-1.6524399,-1.8884331,-3.6617934,0.0
-1.1352904,-1.6495585,-1.7293218999999995,-1.290103,-2.8565347,0.0
-0.33239107,-1.18337,-2.9288831,-2.2938667,-0.81526457,0.0
0.39099063,-0.94011279,-2.9003226000000004,-2.6337614,-0.90060783,0.0
0.87644323,1.0384789,-0.86903582,-1.1585331,-2.0942555,0.0
-2.4811533,-3.0137188,-1.3914575,-0.95008193,-2.437171,0.0
-0.59395374,-1.0177873,-2.9415915,-2.8963994,0.17595753,0.0
-0.73344443,-1.446366,-1.6352663,-1.1626275,-2.8415847000000003,0.0
-1.1526845,-1.8172188,-2.891645,-2.6150932,-1.1743398,0.0
0.4984457000000001,-0.92086729,-3.179696,-2.8293203,-0.3461675,0.0
-0.9828303,-1.6062071000000002,-1.7577657,-1.4229303999999998,-1.4522339,0.0
-1.0347759,-2.2106486000000003,-2.794878,-2.5222843,0.65589079,0.0
0.80452689,-0.007744105,-2.5208118,-2.557059,-0.1876146,0.0
-0.71257478,-1.6856843,-2.7108816000000004,-2.3456023,-0.3349239,0.0
-0.16309261,-1.1107048000000002,-2.9665248,-2.834229,-0.84451256,0.0
-0.8980667,-1.5286207,-2.3502611,-2.1859608,-1.2564268,0.0
0.36318269,-0.69663175,-2.5643256,-2.5264599,-1.8445309,0.0
0.12126624,-0.66996002,-2.3349439,-2.317415,-0.16011561,0.0
0.95086515,0.34636422,-2.6357366,-2.6165598,-1.6272901000000002,0.0
-0.82973167,-1.1877027,-2.3069939,-2.2801037,-1.5690186000000002,0.0
-0.15723694,-1.0486816,-2.4897693,-2.3576054,0.12208244,0.0
-0.79563068,-1.3339586,-2.1016467,-1.8439422,-1.9786046,0.0
-0.040954364,-0.39396759,-0.77725314,-0.4124420999999999,-3.8146188,0.0
-0.65666958,-1.1872677,-2.0815572,-1.8420369,0.2257076,0.0
-2.4652502,-2.8682231,-1.8233236,-1.2720265,-0.764091,0.0
-2.2225163,-2.8214743,-1.6422203000000002,-1.0851608999999998,-2.4677977,0.0
-0.91837251,-1.2429257,-2.0833862,-2.1088562,-3.3119584000000004,0.0
0.77244772,-0.43501603,-2.4935322,-2.1910386,0.18688467,0.0
1.3861837,1.539725,-0.89354904,-1.2241588,-2.7804532,0.0
-0.32481451,-1.0698261,-2.2139819,-1.7635675,0.91919927,0.0
-0.96865161,-2.0161413,-2.2068094,-1.7871525,-0.0047188964,0.0
1.3114534,1.0901261,-1.1013153,-1.3327035,-2.5873521,0.0
-0.65566563,-1.3641879,-2.5234186000000003,-2.4331546000000004,-0.14232541,0.0
0.7086579000000001,-0.38873205,-2.8775533,-2.460169,-1.3517481000000002,0.0
-1.1467688,-1.8783454,-2.2082938,-1.8074684,-1.5160295,0.0
-0.14475703,-0.59108065,-2.3995875,-2.283198,-1.5933456,0.0
-0.37993038,-0.92223942,-2.1897814,-1.9911534,-3.5532609,0.0
0.67982432,-0.86388399,-3.0114549,-2.5926669,-0.10034858,0.0
0.19051403,-0.10230775,-1.8049911,-2.0561807,-1.0953853,0.0
0.65190222,-0.4388492,-2.5539436,-2.5827579,-1.8277283,0.0
0.86453818,-0.10092689,-2.6262076000000003,-2.4289089,-1.6641214,0.0
-0.52318883,-1.9929359,-2.9593112999999995,-2.5304411,-0.93499213,0.0
-0.67155938,-1.2131216,-2.2974397,-2.1035082000000003,-1.7009683,0.0
-1.3487608,-2.1867986,-3.0556165,-2.5994067000000003,-0.26314472,0.0
-1.9118342,-2.4437412,-1.9044571,-1.3926895,-2.4118257,0.0
-0.16482460000000002,-1.3148334,-2.2965901,-1.7621151000000002,-2.056167,0.0
1.3936131,1.1561045,-1.4876902,-1.762665,-2.4428743,0.0
2.169973,1.5961584999999998,-2.7715162,-2.4762885,0.61708765,0.0
-0.82599353,-1.2156697,-1.7422178,-1.7808398999999997,-2.9129242000000004,0.0
0.87040151,-0.10865179,-2.9053439,-2.6898467,1.0441658,0.0
-0.22560212,-1.0069979,-2.9687215,-2.8596136000000003,-0.31551655,0.0
0.20895144,-0.48893806,-2.2336618,-2.0591894,-3.1641811,0.0
-0.34309939,-1.59714,-2.8485332000000003,-2.5860524,0.048616217,0.0
0.57865023,-0.6308585999999999,-3.0171395,-2.8129838,0.11187342,0.0
0.62292072,-0.06038321,-2.7001812000000003,-2.6460937,0.52064566,0.0
-0.061890481,-1.1859918,-2.7666433999999995,-2.5333227000000003,-1.0276945,0.0
